0 73733.9

0.021014 147533

0.042028 221429

0.063042 295453

0.084056 369636

0.10507 444010

0.126084 518605

0.147098 593455

0.168112 668589

0.189126 744041

0.21014 819842

0.231154 896025

0.252168 972621

0.273182 1.04966e+06

0.294196 1.12718e+06

0.31521 1.20521e+06

0.336224 1.28379e+06

0.357238 1.36294e+06

0.378252 1.44271e+06

0.399266 1.52311e+06

0.42028 1.6042e+06

0.441294 1.686e+06

0.462308 1.76854e+06

0.483322 1.85186e+06

0.504336 1.936e+06

0.52535 2.02099e+06

0.546364 2.10686e+06

0.567378 2.19365e+06

0.588392 2.28139e+06

0.609406 2.37013e+06

0.63042 2.45988e+06

0.651434 2.5507e+06

0.672448 2.64262e+06

0.693462 2.73567e+06

0.714476 2.82988e+06

0.73549 2.9253e+06

0.756504 3.02197e+06

0.777518 3.1199e+06

0.798532 3.21915e+06

0.819546 3.31974e+06

0.84056 3.42172e+06

0.861574 3.52512e+06

0.882588 3.62997e+06

0.903602 3.7363e+06

0.924616 3.84416e+06

0.94563 3.95358e+06

0.966644 4.06459e+06

0.987658 4.17721e+06

1.00867 4.29149e+06

1.02969 4.40746e+06

1.0507 4.52514e+06

1.07171 4.64457e+06

1.09273 4.76577e+06

1.11374 4.88877e+06

1.13476 5.01359e+06

1.15577 5.14025e+06

1.17678 5.26879e+06

1.1978 5.39921e+06

1.21881 5.53154e+06

1.23983 5.66579e+06

1.26084 5.80197e+06

1.28185 5.9401e+06

1.30287 6.08017e+06

1.32388 6.22219e+06

1.3449 6.36616e+06

1.36591 6.51207e+06

1.38692 6.65991e+06

1.40794 6.80968e+06

1.42895 6.96135e+06

1.44997 7.11489e+06

1.47098 7.27028e+06

1.49199 7.42748e+06

1.51301 7.58644e+06

1.53402 7.74711e+06

1.55504 7.90944e+06

1.57605 8.07336e+06

1.59706 8.23879e+06

1.61808 8.40566e+06

1.63909 8.57385e+06

1.66011 8.74328e+06

1.68112 8.91381e+06

1.70213 9.08534e+06

1.72315 9.25771e+06

1.74416 9.43077e+06

1.76518 9.60437e+06

1.78619 9.77831e+06

1.8072 9.95241e+06

1.82822 1.01265e+07

1.84923 1.03002e+07

1.87025 1.04734e+07

1.89126 1.06459e+07

