0 577890

0.216662 1.21482e+06

0.433323 1.92932e+06

0.649985 2.74643e+06

0.866646 3.69678e+06

1.08331 4.81412e+06

1.29997 6.12924e+06

1.51663 7.65667e+06

1.73329 9.3679e+06

1.94995 1.11446e+07

2.16662 1.27132e+07

2.38328 1.35928e+07

2.59994 1.31566e+07

2.8166 1.09458e+07

3.03326 7.20422e+06

3.24992 3.14758e+06

3.46658 405654

3.68325 -100

3.89991 -100

4.11657 -100

4.33323 -100

4.54989 -100

4.76655 -100

4.98322 -100

5.19988 -100

5.41654 1.73716e+06

5.6332 919170

5.84986 468245

6.06652 236652

6.28319 111739

