-182156 104871
-378438 186983
-587403 245201
-807563 278396
-1.03737e+06 285439
-1.27522e+06 265204
-1.51941e+06 216564
-1.76816e+06 138395
-2.01956e+06 29578.3
-2.27157e+06 -110990
-2.52202e+06 -284389
-2.76857e+06 -491661
-3.00867e+06 -733788
-3.23959e+06 -1.01167e+06
-3.45838e+06 -1.3261e+06
-3.66183e+06 -1.67771e+06
-3.84648e+06 -2.06695e+06
-4.00862e+06 -2.494e+06
-4.14425e+06 -2.95874e+06
-4.24911e+06 -3.46067e+06
-4.3187e+06 -3.99877e+06
-4.34825e+06 -4.57149e+06
-4.33286e+06 -5.17654e+06
-4.26749e+06 -5.81083e+06
-4.14706e+06 -6.47032e+06
-3.96664e+06 -7.14985e+06
-3.72155e+06 -7.84302e+06
-3.40761e+06 -8.54204e+06
-3.02141e+06 -9.23757e+06
-2.56061e+06 -9.91869e+06
-2.02434e+06 -1.05728e+07
-1.4136e+06 -1.11855e+07
-731772 -1.17412e+07
14932.7 -1.22226e+07
816974 -1.26118e+07
1.66108e+06 -1.28905e+07
2.52996e+06 -1.30409e+07
3.40221e+06 -1.30468e+07
4.25254e+06 -1.28949e+07
5.05235e+06 -1.25756e+07
5.77079e+06 -1.20854e+07
6.37625e+06 -1.14273e+07
6.83846e+06 -1.06123e+07
7.13085e+06 -9.66018e+06
7.23322e+06 -8.59886e+06
7.13427e+06 -7.46393e+06
6.8338e+06 -6.29662e+06
6.3441e+06 -5.14118e+06
5.6903e+06 -4.04158e+06
4.90945e+06 -3.03784e+06
4.04825e+06 -2.16264e+06
3.15974e+06 -1.43834e+06
2.29922e+06 -875188
1.51988e+06 -470560
868745 -209632
383349 -67112
89441 -9864.32
-98.8935 4.58979
-98.9855 -1.69167
-98.679 -7.96631
-97.975 -14.2089
-96.8766 -20.3942
-95.3881 -26.4975
-93.5155 -32.494
-91.2663 -38.3597
-88.6496 -44.0709
-85.676 -49.6047
-82.3574 -54.9387
-78.7071 -60.0516
-74.7399 -64.9226
-70.4718 -69.5322
-65.9199 -73.8618
-61.1026 -77.894
-56.0393 -81.6125
-50.7502 -85.0024
-45.2569 -88.0501
-39.5813 -90.7432
-33.7463 -93.0709
-27.7755 -95.0238
-21.6927 -96.5941
-15.5227 -97.7755
-9.29014 -98.5631
-3.02017 -98.9539
3.26195 -98.9462
-56055.1 579552
-64029.8 397048
-58198 256216
-44774.2 151801
-28758.9 78715.1
-14087 32081.3
-3757.76 7267.22
50.9578 -84.8782
56.2385 -81.4753
61.2928 -77.7444
66.1002 -73.7005
70.6415 -69.3598
74.8984 -64.7398
78.8536 -59.8591
82.4914 -54.7373
85.7969 -49.3952
