101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,101325,
101325,126673,150852,174103,196563,218312,239394,259836,279652,298846,317420,335371,352695,369390,385449,400867,415640,429759,443216,456000,468098,479491,490158,500070,509192,517482,524887,531344,536778,541101,544206,545974,546261,544907,541727,536513,529033,519029,506222,490309,470974,447890,420733,389198,353021,312011,266092,215361,160181,101325,
101325,151820,200074,246519,291405,334880,377033,417911,457538,495925,533071,568973,603622,637011,669130,699968,729514,757754,784671,810243,834444,857238,878581,898418,916678,933277,948111,961054,971957,980642,986901,990490,991128,988492,982213,971876,957016,937118,911621,879919,841375,795331,741133,678161,605875,523874,431982,330360,219670,101325,
101325,176638,248782,318307,385549,450709,513906,575203,634632,692205,747920,801769,853741,903822,951998,998254,1.04257e+06,1.08493e+06,1.12531e+06,1.16368e+06,1.19999e+06,1.2342e+06,1.26623e+06,1.29601e+06,1.32344e+06,1.34838e+06,1.37069e+06,1.39017e+06,1.4066e+06,1.41973e+06,1.42923e+06,1.43474e+06,1.43585e+06,1.43206e+06,1.42284e+06,1.40755e+06,1.3855e+06,1.35591e+06,1.31795e+06,1.27069e+06,1.21317e+06,1.1444e+06,1.06337e+06,969143,860866,737900,599921,447086,280260,101325,
101325,201054,296836,389286,478784,565566,649764,731454,810667,887412,961685,1.03347e+06,1.10276e+06,1.16952e+06,1.23375e+06,1.29542e+06,1.3545e+06,1.41098e+06,1.46482e+06,1.51598e+06,1.56441e+06,1.61004e+06,1.65278e+06,1.69254e+06,1.72916e+06,1.76249e+06,1.79233e+06,1.81842e+06,1.84047e+06,1.85813e+06,1.87099e+06,1.87857e+06,1.88032e+06,1.87558e+06,1.86362e+06,1.84362e+06,1.81464e+06,1.77566e+06,1.72554e+06,1.66305e+06,1.58689e+06,1.49572e+06,1.38816e+06,1.26292e+06,1.11881e+06,954906,770662,566151,342314,101325,
101325,225026,344158,459342,570974,679293,784439,886483,985451,1.08135e+06,1.17416e+06,1.26387e+06,1.35045e+06,1.43388e+06,1.51414e+06,1.5912e+06,1.66504e+06,1.73562e+06,1.80291e+06,1.86686e+06,1.92741e+06,1.98447e+06,2.03794e+06,2.08769e+06,2.13355e+06,2.17532e+06,2.21275e+06,2.24553e+06,2.2733e+06,2.29563e+06,2.31201e+06,2.32183e+06,2.32441e+06,2.31895e+06,2.30453e+06,2.28012e+06,2.24455e+06,2.19654e+06,2.13464e+06,2.05733e+06,1.96295e+06,1.84978e+06,1.71608e+06,1.56013e+06,1.38039e+06,1.17556e+06,944823,688050,406122,101325,
101325,248544,390715,528424,662046,791808,917833,1.04018e+06,1.15886e+06,1.27388e+06,1.3852e+06,1.4928e+06,1.59665e+06,1.69672e+06,1.79298e+06,1.88541e+06,1.97397e+06,2.05863e+06,2.13935e+06,2.21607e+06,2.28873e+06,2.35722e+06,2.42142e+06,2.48119e+06,2.53632e+06,2.58659e+06,2.63168e+06,2.67124e+06,2.70485e+06,2.73199e+06,2.75204e+06,2.76431e+06,2.76797e+06,2.76205e+06,2.74548e+06,2.71701e+06,2.67525e+06,2.61862e+06,2.54542e+06,2.45377e+06,2.34166e+06,2.20697e+06,2.04755e+06,1.86126e+06,1.64611e+06,1.40039e+06,1.12289e+06,813179,471917,101325,
101325,271618,436514,596530,751990,903085,1.04991e+06,1.1925e+06,1.33085e+06,1.46494e+06,1.59472e+06,1.72017e+06,1.84124e+06,1.9579e+06,2.07012e+06,2.17787e+06,2.28112e+06,2.37982e+06,2.47393e+06,2.5634e+06,2.64814e+06,2.72804e+06,2.80298e+06,2.87278e+06,2.93722e+06,2.99602e+06,3.04885e+06,3.09529e+06,3.13485e+06,3.16694e+06,3.19086e+06,3.2058e+06,3.21079e+06,3.20473e+06,3.18635e+06,3.15421e+06,3.10668e+06,3.04193e+06,2.95793e+06,2.85248e+06,2.72319e+06,2.56753e+06,2.3829e+06,2.16668e+06,1.91638e+06,1.62981e+06,1.30526e+06,941852,539888,101325,
101325,294273,481594,663700,840843,1.01316e+06,1.1807e+06,1.34346e+06,1.50141e+06,1.65451e+06,1.8027e+06,1.94594e+06,2.08417e+06,2.21736e+06,2.34548e+06,2.46848e+06,2.58634e+06,2.69902e+06,2.80648e+06,2.90864e+06,3.00542e+06,3.09672e+06,3.18238e+06,3.26221e+06,3.33596e+06,3.40334e+06,3.46397e+06,3.51737e+06,3.56301e+06,3.60021e+06,3.62819e+06,3.64602e+06,3.65262e+06,3.64673e+06,3.62692e+06,3.59154e+06,3.53872e+06,3.46636e+06,3.37214e+06,3.25348e+06,3.10762e+06,2.93159e+06,2.7223e+06,2.47661e+06,2.19148e+06,1.8641e+06,1.4922e+06,1.07431e+06,610185,101325,
101325,316553,526019,730011,928685,1.1221e+06,1.31026e+06,1.49311e+06,1.67059e+06,1.84263e+06,2.00915e+06,2.17009e+06,2.32541e+06,2.47504e+06,2.61896e+06,2.75713e+06,2.88953e+06,3.01611e+06,3.13682e+06,3.25161e+06,3.36038e+06,3.46301e+06,3.55936e+06,3.6492e+06,3.73228e+06,3.80827e+06,3.87674e+06,3.93719e+06,3.98902e+06,4.03148e+06,4.06371e+06,4.08467e+06,4.09316e+06,4.08779e+06,4.06694e+06,4.02875e+06,3.97114e+06,3.89173e+06,3.78788e+06,3.65666e+06,3.4949e+06,3.29915e+06,3.06581e+06,2.79116e+06,2.47153e+06,2.10345e+06,1.68392e+06,1.21073e+06,682919,101325,
