-0.866636 0.498942
-0.896536 0.442972
-0.922826 0.385218
-0.9454 0.325913
-0.964167 0.265296
-0.979052 0.203611
-0.989995 0.141105
-0.996951 0.078032
-0.999893 0.0146444
-0.998808 -0.0488022
-0.993702 -0.112052
-0.984595 -0.174851
-0.971523 -0.236946
-0.954539 -0.298087
-0.933711 -0.358027
-0.909124 -0.416526
-0.880876 -0.473348
-0.849081 -0.528263
-0.813867 -0.581052
-0.775376 -0.6315
-0.733762 -0.679406
-0.689194 -0.724577
-0.641851 -0.766829
-0.591924 -0.805994
-0.539613 -0.841913
-0.485129 -0.874443
-0.428691 -0.903451
-0.370528 -0.928821
-0.310872 -0.950452
-0.249965 -0.968255
-0.188051 -0.982159
-0.12538 -0.992109
-0.0622046 -0.998063
0.00122173 -0.999999
0.0646431 -0.997908
0.127804 -0.991799
0.190451 -0.981697
0.25233 -0.967641
0.313194 -0.949689
0.372796 -0.927913
0.430898 -0.902401
0.487264 -0.873255
0.541668 -0.840592
0.593891 -0.804545
0.643723 -0.765259
0.690963 -0.72289
0.73542 -0.677611
0.776916 -0.629604
0.815284 -0.579061
0.850369 -0.526187
0.88203 -0.471194
0.910139 -0.414303
0.934583 -0.355745
0.955264 -0.295754
0.972099 -0.234571
0.985019 -0.172445
0.993973 -0.109624
0.998925 -0.0463615
0.999854 0.0170875
0.996757 0.0804678
0.989647 0.143524
0.978551 0.206002
0.963516 0.267651
0.944601 0.328222
0.921882 0.387472
0.895451 0.445161
0.865414 0.501058
0.831892 0.554937
0.795021 0.606581
0.754949 0.655784
0.711837 0.702345
0.665858 0.746079
0.617198 0.786808
0.566053 0.824369
0.512629 0.85861
0.45714 0.889395
0.399811 0.916598
0.340872 0.94011
0.28056 0.959836
0.219119 0.975698
0.156795 0.987631
0.0938398 0.995587
0.0305068 0.999535
-0.032949 0.999457
-0.0962722 0.995355
-0.159208 0.987245
-0.221502 0.97516
-0.282905 0.959148
-0.343168 0.939274
-0.402049 0.915618
-0.459312 0.888275
-0.514725 0.857355
-0.568066 0.822983
-0.619119 0.785297
-0.667679 0.744449
-0.713551 0.700604
-0.756549 0.653937
-0.796501 0.604637
-0.833246 0.552902
-0.866636 0.498942
