0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,0.00403012,
0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,0.00806025,
0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,0.0120904,
0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,0.0161205,
0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,0.0201506,
0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,0.0241807,
0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,0.0282109,
0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,0.032241,
0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,0.0362711,
