0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 0.00133439 
0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 0.00266878 
0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 0.00400317 
0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 0.00533756 
0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 0.00667194 
0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 0.00800633 
0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 0.00934072 
0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 0.0106751 
0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 0.0120095 
