0 210186

0.0634665 422110

0.126933 636526

0.1904 854202

0.253866 1.07593e+06

0.317333 1.30251e+06

0.380799 1.53477e+06

0.444266 1.77357e+06

0.507732 2.01977e+06

0.571199 2.27428e+06

0.634665 2.538e+06

0.698132 2.81188e+06

0.761598 3.09686e+06

0.825065 3.39388e+06

0.888531 3.70391e+06

0.951998 4.02786e+06

1.01546 4.36665e+06

1.07893 4.72113e+06

1.1424 5.09205e+06

1.20586 5.48007e+06

1.26933 5.88569e+06

1.3328 6.30918e+06

1.39626 6.75057e+06

1.45973 7.20952e+06

1.5232 7.68525e+06

1.58666 8.17647e+06

1.65013 8.68118e+06

1.7136 9.19664e+06

1.77706 9.71914e+06

1.84053 1.02439e+07

1.904 1.07648e+07

1.96746 1.12745e+07

2.03093 1.1764e+07

2.0944 1.22226e+07

2.15786 1.26382e+07

2.22133 1.29971e+07

2.28479 1.3284e+07

2.34826 1.34831e+07

2.41173 1.3578e+07

2.47519 1.35526e+07

2.53866 1.33925e+07

2.60213 1.30858e+07

2.66559 1.26248e+07

2.72906 1.2007e+07

2.79253 1.12365e+07

2.85599 1.03251e+07

2.91946 9.29237e+06

2.98293 8.16574e+06

3.04639 6.97953e+06

3.10986 5.77332e+06

3.17333 4.5897e+06

3.23679 3.47171e+06

3.30026 2.46016e+06

3.36373 1.59106e+06

3.42719 893679

3.49066 389178

3.55413 89982.3

3.61759 -100

3.68106 -100

3.74452 -100

3.80799 -100

3.87146 -100

3.93492 -100

3.99839 -100

4.06186 -100

4.12532 -100

4.18879 -100

4.25226 -100

4.31572 -100

4.37919 -100

4.44266 -100

4.50612 -100

4.56959 -100

4.63306 -100

4.69652 -100

4.75999 -100

4.82346 -100

4.88692 -100

4.95039 -100

5.01385 -100

5.07732 -100

5.14079 -100

5.20425 -100

5.26772 -100

5.33119 582255

5.39465 402177

5.45812 262742

5.52159 158265

5.58505 83803.2

5.64852 35036.9

5.71199 8180.28

5.77545 -100

5.83892 -100

5.90239 -100

5.96585 -100

6.02932 -100

6.09279 -100

6.15625 -100

6.21972 -100

6.28319 -100

