-100 7757.23 15566.2 23299.6 30937.6 38465.4 45871.5 53147.3 60285.8 67281.3 74129.2 80825.7 87367.6 93752.1 99977 106040 111940 117675 123243 128644 133877 138940 143833 148555 153105 157483 161689 165722 169581 173266 176777 180114 183276 186263 189076 191713 194175 196461 198572 200507 202266 203850 205258 206490 207546 208426 209130 209658 210010 210186 210186 210010 209658 209130 208426 207546 206490 205258 203850 202266 200507 198572 196461 194175 191713 189076 186263 183276 180114 176777 173266 169581 165722 161689 157483 153105 148555 143833 138940 133877 128644 123243 117675 111940 106040 99977 93752.1 87367.6 80825.7 74129.2 67281.3 60285.8 53147.3 45871.5 38465.4 30937.6 23299.6 15566.2 7757.23 -100 
-100 15991 31877.8 47540.9 62963.4 78130.6 93029.8 107650 121983 136019 149753 163178 176288 189080 201550 213694 225508 236991 248139 258952 269426 279560 289353 298803 307909 316671 325087 333156 340877 348251 355276 361952 368278 374255 379881 385156 390081 394655 398877 402749 406268 409436 412252 414717 416829 418589 419998 421054 421758 422110 422110 421758 421054 419998 418589 416829 414717 412252 409436 406268 402749 398877 394655 390081 385156 379881 374255 368278 361952 355276 348251 340877 333156 325087 316671 307909 298803 289353 279560 269426 258952 248139 236991 225508 213694 201550 189080 176288 163178 149753 136019 121983 107650 93029.8 78130.6 62963.4 47540.9 31877.8 15991 -100 
-100 24468.8 48655.9 72447.2 95829.4 118790 141318 163404 185037 206210 226914 247144 266894 286158 304930 323208 340987 358264 375035 391298 407050 422290 437015 451223 464913 478084 490734 502862 514468 525549 536107 546139 555646 564626 573080 581007 588407 595278 601623 607438 612726 617485 621716 625418 628592 631236 633352 634939 635997 636526 636526 635997 634939 633352 631236 628592 625418 621716 617485 612726 607438 601623 595278 588407 581007 573080 564626 555646 546139 536107 525549 514468 502862 490734 478084 464913 451223 437015 422290 407050 391298 375035 358264 340987 323208 304930 286158 266894 247144 226914 206210 185037 163404 141318 118790 95829.4 72447.2 48655.9 24468.8 -100 
-100 33157.2 65848.5 97962.4 129488 160414 190732 220431 249504 277942 305738 332885 359378 385211 410378 434875 458699 481844 504309 526089 547182 567586 587298 606317 624640 642267 659195 675423 690951 705777 719901 733321 746038 758050 769357 779959 789855 799046 807530 815307 822378 828742 834400 839350 843593 847129 849958 852080 853494 854202 854202 853494 852080 849958 847129 843593 839350 834400 828742 822378 815307 807530 799046 789855 779959 769357 758050 746038 733321 719901 705777 690951 675423 659195 642267 624640 606317 587298 567586 547182 526089 504309 481844 458699 434875 410378 385211 359378 332885 305738 277942 249504 220431 190732 160414 129488 97962.4 65848.5 33157.2 -100 
-100 42064.3 83473 124116 163983 203066 241355 278842 315519 351379 386415 420621 453990 486518 518199 549030 579005 608121 636376 663764 690285 715935 740712 764615 787641 809788 831056 851443 870949 889571 907310 924164 940133 955217 969415 982726 995151 1.00669e+06 1.01734e+06 1.0271e+06 1.03598e+06 1.04397e+06 1.05107e+06 1.05728e+06 1.06261e+06 1.06705e+06 1.0706e+06 1.07326e+06 1.07504e+06 1.07593e+06 1.07593e+06 1.07504e+06 1.07326e+06 1.0706e+06 1.06705e+06 1.06261e+06 1.05728e+06 1.05107e+06 1.04397e+06 1.03598e+06 1.0271e+06 1.01734e+06 1.00669e+06 995151 982726 969415 955217 940133 924164 907310 889571 870949 851443 831056 809788 787641 764615 740712 715935 690285 663764 636376 608121 579005 549030 518199 486518 453990 420621 386415 351379 315519 278842 241355 203066 163983 124116 83473 42064.3 -100 
-100 51213.5 101575 150976 199408 246861 293328 338802 383274 426739 469190 510621 551027 590403 628745 666047 702307 737521 771685 804797 836854 867854 897795 926674 954491 981244 1.00693e+06 1.03155e+06 1.05511e+06 1.07759e+06 1.09901e+06 1.11936e+06 1.13863e+06 1.15684e+06 1.17398e+06 1.19004e+06 1.20504e+06 1.21896e+06 1.23182e+06 1.2436e+06 1.25431e+06 1.26395e+06 1.27252e+06 1.28001e+06 1.28644e+06 1.2918e+06 1.29608e+06 1.29929e+06 1.30143e+06 1.30251e+06 1.30251e+06 1.30143e+06 1.29929e+06 1.29608e+06 1.2918e+06 1.28644e+06 1.28001e+06 1.27252e+06 1.26395e+06 1.25431e+06 1.2436e+06 1.23182e+06 1.21896e+06 1.20504e+06 1.19004e+06 1.17398e+06 1.15684e+06 1.13863e+06 1.11936e+06 1.09901e+06 1.07759e+06 1.05511e+06 1.03155e+06 1.00693e+06 981244 954491 926674 897795 867854 836854 804797 771685 737521 702307 666047 628745 590403 551027 510621 469190 426739 383274 338802 293328 246861 199408 150976 101575 51213.5 -100 
-100 60635.9 120217 178634 235880 291946 346826 400512 452998 504278 554346 603197 650826 697229 742402 786340 829042 870502 910720 949692 987416 1.02389e+06 1.05911e+06 1.09308e+06 1.1258e+06 1.15726e+06 1.18746e+06 1.21641e+06 1.2441e+06 1.27053e+06 1.2957e+06 1.31961e+06 1.34226e+06 1.36366e+06 1.38379e+06 1.40267e+06 1.42029e+06 1.43665e+06 1.45174e+06 1.46558e+06 1.47816e+06 1.48949e+06 1.49955e+06 1.50836e+06 1.5159e+06 1.52219e+06 1.52722e+06 1.531e+06 1.53351e+06 1.53477e+06 1.53477e+06 1.53351e+06 1.531e+06 1.52722e+06 1.52219e+06 1.5159e+06 1.50836e+06 1.49955e+06 1.48949e+06 1.47816e+06 1.46558e+06 1.45174e+06 1.43665e+06 1.42029e+06 1.40267e+06 1.38379e+06 1.36366e+06 1.34226e+06 1.31961e+06 1.2957e+06 1.27053e+06 1.2441e+06 1.21641e+06 1.18746e+06 1.15726e+06 1.1258e+06 1.09308e+06 1.05911e+06 1.02389e+06 987416 949692 910720 870502 829042 786340 742402 697229 650826 603197 554346 504278 452998 400512 346826 291946 235880 178634 120217 60635.9 -100 
-100 70367.7 139468 207194 273537 338490 402047 464202 524948 584282 642197 698689 753754 807389 859589 910353 959676 1.00756e+06 1.05399e+06 1.09898e+06 1.14253e+06 1.18462e+06 1.22526e+06 1.26445e+06 1.30219e+06 1.33848e+06 1.37331e+06 1.40669e+06 1.43861e+06 1.46909e+06 1.4981e+06 1.52567e+06 1.55178e+06 1.57643e+06 1.59964e+06 1.62139e+06 1.64169e+06 1.66053e+06 1.67793e+06 1.69387e+06 1.70837e+06 1.72141e+06 1.733e+06 1.74314e+06 1.75184e+06 1.75908e+06 1.76488e+06 1.76922e+06 1.77212e+06 1.77357e+06 1.77357e+06 1.77212e+06 1.76922e+06 1.76488e+06 1.75908e+06 1.75184e+06 1.74314e+06 1.733e+06 1.72141e+06 1.70837e+06 1.69387e+06 1.67793e+06 1.66053e+06 1.64169e+06 1.62139e+06 1.59964e+06 1.57643e+06 1.55178e+06 1.52567e+06 1.4981e+06 1.46909e+06 1.43861e+06 1.40669e+06 1.37331e+06 1.33848e+06 1.30219e+06 1.26445e+06 1.22526e+06 1.18462e+06 1.14253e+06 1.09898e+06 1.05399e+06 1.00756e+06 959676 910353 859589 807389 753754 698689 642197 584282 524948 464202 402047 338490 273537 207194 139468 70367.7 -100 
-100 80448.7 159408 236770 312528 386676 459209 530120 599406 667061 733082 797465 860207 921304 980755 1.03856e+06 1.09471e+06 1.1492e+06 1.20205e+06 1.25324e+06 1.30277e+06 1.35065e+06 1.39687e+06 1.44143e+06 1.48434e+06 1.52558e+06 1.56517e+06 1.60311e+06 1.63939e+06 1.67401e+06 1.70698e+06 1.73829e+06 1.76795e+06 1.79595e+06 1.8223e+06 1.847e+06 1.87005e+06 1.89145e+06 1.9112e+06 1.92931e+06 1.94576e+06 1.96057e+06 1.97373e+06 1.98524e+06 1.99511e+06 2.00333e+06 2.00991e+06 2.01484e+06 2.01813e+06 2.01977e+06 2.01977e+06 2.01813e+06 2.01484e+06 2.00991e+06 2.00333e+06 1.99511e+06 1.98524e+06 1.97373e+06 1.96057e+06 1.94576e+06 1.92931e+06 1.9112e+06 1.89145e+06 1.87005e+06 1.847e+06 1.8223e+06 1.79595e+06 1.76795e+06 1.73829e+06 1.70698e+06 1.67401e+06 1.63939e+06 1.60311e+06 1.56517e+06 1.52558e+06 1.48434e+06 1.44143e+06 1.39687e+06 1.35065e+06 1.30277e+06 1.25324e+06 1.20205e+06 1.1492e+06 1.09471e+06 1.03856e+06 980755 921304 860207 797465 733082 667061 599406 530120 459209 386676 312528 236770 159408 80448.7 -100 
-100 90921.8 180119 267486 353016 436704 518545 598535 676671 752948 827364 899917 970603 1.03942e+06 1.10637e+06 1.17145e+06 1.23466e+06 1.29599e+06 1.35545e+06 1.41304e+06 1.46876e+06 1.52261e+06 1.57458e+06 1.62468e+06 1.67292e+06 1.71928e+06 1.76377e+06 1.8064e+06 1.84716e+06 1.88606e+06 1.92309e+06 1.95826e+06 1.99157e+06 2.02302e+06 2.05261e+06 2.08035e+06 2.10623e+06 2.13025e+06 2.15242e+06 2.17274e+06 2.19121e+06 2.20783e+06 2.2226e+06 2.23552e+06 2.2466e+06 2.25583e+06 2.26321e+06 2.26874e+06 2.27243e+06 2.27428e+06 2.27428e+06 2.27243e+06 2.26874e+06 2.26321e+06 2.25583e+06 2.2466e+06 2.23552e+06 2.2226e+06 2.20783e+06 2.19121e+06 2.17274e+06 2.15242e+06 2.13025e+06 2.10623e+06 2.08035e+06 2.05261e+06 2.02302e+06 1.99157e+06 1.95826e+06 1.92309e+06 1.88606e+06 1.84716e+06 1.8064e+06 1.76377e+06 1.71928e+06 1.67292e+06 1.62468e+06 1.57458e+06 1.52261e+06 1.46876e+06 1.41304e+06 1.35545e+06 1.29599e+06 1.23466e+06 1.17145e+06 1.10637e+06 1.03942e+06 970603 899917 827364 752948 676671 598535 518545 436704 353016 267486 180119 90921.8 -100 
